Change No.,Assign Dept,Category,Chs Change Level,Current Phase,Orig Date Entered,Requested Date,Close Time,Change Status,Title,Description,Requested by,Estimated LOE,Chs 2020 Focus,Chs Project,Owner,Chs Est Hours over 100,Priority Code,Logical Name,Affected Item,Actual Outage End
"C1166347","INTAKE_RAPID_ASSESSMENT","SOFTWARE REQUEST","3","ESS - RESEARCH","12/23/16 08:57:53","","","PENDING REVIEW","Muse v9 Upgrade","Requested By Date: 12/24/16 00:00:00
Provide a short description of the business issue or need you are trying to address:
Muse v9 Upgrade
Provide clinical and/or financial background information pertinent to the business need:
This upgrade will keep us current and allow us to import non-GE waveforms
What are you attempting to achieve and what benefits are you attempting to attain? Necessary to maintain existing revenue or service (break-fix)
Has a product or vendor already been reviewed or selected? Yes
  Would there be an ongoing contract associated with this proposed solution? Yes
  Would this solution be purchased or leased? Purchased
  Would the solution be hosted offsite in the ""cloud""? No
  From what devices would the solution be accessed? Muse Carts, devices access Muse from a CITRIX-Published application
  What other vendors were researched and considered for this solution? None
  Please list at least 2 reference locations (non-Carilion) that are using this product: N/A Logging request to reconcile open Cardiology request with SET list
  Please provide the name of the selected vendor: GE
  Please provide the URL of the selected vendor's web site: ge.com
Would this initiative replace an existing solution? No
  What is the solution being replaced? null
If this request is denied or delayed, what may happen as a result? Muse will fall behind on supported versions. We will not be able to take advantage of importing external waveforms.
Who is your financial advisor? Adriane Sowers, Captial ID is 8128
Have you discussed this solution with your financial advisor? Yes
  What dollar amount are you requesting? 144,256 Capital ID is 8128
  What would the annual operating cost be? no change from existing contracts
  How many net new FTEs would be required for this solution? None
Would there be any cost savings associated with this request? No
  Provide a descritpion of the cost savings:

Will confidential Carilion Clinic information be stored or transmitted by this system? Yes
  Please check information types that apply: Patient
Is this a clinical or non-clinical based system? Clinical","DPMARTIN","1500","CONNECTED, CONVENIENT, COLLABORATIVE CARE","YES","INTAKEPROCESS","0","","UNDETERMINED","UNDETERMINED SERVICES",""
"C1166367","SOLUTIONS_DELIVERY_CLINICAL","SOFTWARE REQUEST","2","ESS - RESEARCH","12/23/16 09:49:08","","","PENDING REVIEW","Improving Hybrid OR & EP Invasive Procedure workflow","CORT:  Improving Hybrid OR & EP Invasive Procedure workflow
Requested By Date: 12/24/16 00:00:00
Provide a short description of the business issue or need you are trying to address:
Improving Hybrid OR workflow
Provide clinical and/or financial background information pertinent to the business need:
Currently there are two encounters created for certain cases in Hybrid OR. For TAVR cases, one Cath Lab and one OpTime encounter is created and procedure is documented in both encounters. It would be beneficial for number of reasons to combine two encounters into one case where documentation can be shared between Cupid and OpTime. Supplies from the Cath Lab/CS OR/Vas OR are used and sometimes this can create challenges with supply ordering and charging. It is hard to tell what charges are captured by Vas OR and what should be charged by the CathLab. This could potentially cause loss in revenue or overcharges.
Similar challenges present with EP workflows.
What are you attempting to achieve and what benefits are you attempting to attain? Necessary to maintain existing revenue or service (break-fix)
Has a product or vendor already been reviewed or selected? No
  Would there be an ongoing contract associated with this proposed solution? null
  Would this solution be purchased or leased? null
  Would the solution be hosted offsite in the ""cloud""? null
  From what devices would the solution be accessed? null
  What other vendors were researched and considered for this solution? null
  Please list at least 2 reference locations (non-Carilion) that are using this product: null
  Please provide the name of the selected vendor: null
  Please provide the URL of the selected vendor's web site: null
Would this initiative replace an existing solution? No
  What is the solution being replaced? null
If this request is denied or delayed, what may happen as a result? Continue with existing process using existing workflows
Who is your financial advisor? Benjamin Pinckard
Have you discussed this solution with your financial advisor? Yes
  What dollar amount are you requesting? N/A
  What would the annual operating cost be? N/A
  How many net new FTEs would be required for this solution? None
Would there be any cost savings associated with this request? No
  Provide a descritpion of the cost savings:

Will confidential Carilion Clinic information be stored or transmitted by this system? Yes
  Please check information types that apply: Patient
Is this a clinical or non-clinical based system? Clinical","EXSABANOVIC1","3000","CLINICAL ADVANCEMENT AND PATIENT SAFETY","YES","KMSAUNDERS","0","","EPIC CUPID (CARDIANT)","APPLICATION SERVICES",""
"C1166368","INTAKE_IT_GOVERNANCE","SOFTWARE REQUEST","3","ESS - RESEARCH","12/23/16 09:52:13","","","PENDING REVIEW","ROSA Robotic System for Neurosurgery","Purchase of the ROSA robotic system for neurosurgery
Requested By Date: 12/24/16 00:00:00
Provide a short description of the business issue or need you are trying to address:
Purchase of the ROSA robotic system for neurosurgery
Provide clinical and/or financial background information pertinent to the business need:
Care of the epileptic patient who is refractory to medications
What are you attempting to achieve and what benefits are you attempting to attain? Net new item
Has a product or vendor already been reviewed or selected? Yes
  Would there be an ongoing contract associated with this proposed solution? Yes
  Would this solution be purchased or leased? Purchased
  Would the solution be hosted offsite in the ""cloud""? No
  From what devices would the solution be accessed? The robot itself
  What other vendors were researched and considered for this solution? Proprietary
  Please list at least 2 reference locations (non-Carilion) that are using this product: Duke, Pittsburgh
  Please provide the name of the selected vendor: Med Tech
  Please provide the URL of the selected vendor's web site: http://www.medtech.fr/en/epilepsy
Would this initiative replace an existing solution? No
  What is the solution being replaced? null
If this request is denied or delayed, what may happen as a result? We will not be able to provide advanced epileptic services to our community---the primary purpose for bringing Dr. Mark Witcher on board
Who is your financial advisor? Regina Martin
Have you discussed this solution with your financial advisor? Yes
  What dollar amount are you requesting? 526,300.00
  What would the annual operating cost be? approx 12,000 for dispopsables
  How many net new FTEs would be required for this solution? 0
Would there be any cost savings associated with this request? Yes
  Provide a descritpion of the cost savings:
To provide this services manually, the procedure can take 8-10 hours.  To provide using ROSA, the operative time reduces to about 2.5 hours.  The second part is that to perform manually, this requires a craniectomy (removal of skull flap) where the ROSA is minimally invasive and only requires a burr hole.
Will confidential Carilion Clinic information be stored or transmitted by this system? No
  Please check information types that apply: null
Is this a clinical or non-clinical based system? Clinical","SWLOVERN","750","INNOVATION","YES","INTAKEPROCESS","0","","UNDETERMINED","UNDETERMINED SERVICES",""
"C1166373","INTAKE_IT_GOVERNANCE","SOFTWARE REQUEST","2","ESS - RESEARCH","12/23/16 10:08:48","","","PENDING REVIEW","VNA: Pentax Archive - Centralize the archival of legacy endoscopy images","Centralize the archival of legacy endoscopy image studies from Pentax systems at CRMH, CFMH, CNRVMC and CRCH as they are antiquated hardware running the Windows 2003 server operating system.
Requested By Date: 12/24/16 00:00:00
Provide a short description of the business issue or need you are trying to address:
Centralize the archival of legacy endoscopy image studies from Pentax systems at CRMH, CFMH, CNRVMC and CRCH as they are antiquated hardware running the Windows 2003 server operating system.
Provide clinical and/or financial background information pertinent to the business need:
These image studies are part of the patients medical records.  Note the response to question #3 below is regulatory, while this more of legal requirement, which was not a selection.
What are you attempting to achieve and what benefits are you attempting to attain? Regulatory requirement
Has a product or vendor already been reviewed or selected? Yes
  Would there be an ongoing contract associated with this proposed solution? No
  Would this solution be purchased or leased? Purchased
  Would the solution be hosted offsite in the ""cloud""? No
  From what devices would the solution be accessed? PC's
  What other vendors were researched and considered for this solution? No, as this was a migration from an existing system that had a priority format
  Please list at least 2 reference locations (non-Carilion) that are using this product: N/A
  Please provide the name of the selected vendor: Pentax
  Please provide the URL of the selected vendor's web site: http://www.pentaxmedical.com
Would this initiative replace an existing solution? Yes
  What is the solution being replaced? Legacy Pentax EndoPro system
If this request is denied or delayed, what may happen as a result? Servers will need to be taken off line as they are security liability due to the Windows 2003 server operating system.
Who is your financial advisor? Elaine Sullivan
Have you discussed this solution with your financial advisor? No
  What dollar amount are you requesting? null
  What would the annual operating cost be? null
  How many net new FTEs would be required for this solution? null
Would there be any cost savings associated with this request? No
  Provide a descritpion of the cost savings:

Will confidential Carilion Clinic information be stored or transmitted by this system? Yes
  Please check information types that apply: Patient
Is this a clinical or non-clinical based system? Clinical","CDRIHA","600","CONNECTED, CONVENIENT, COLLABORATIVE CARE","YES","INTAKEPROCESS","0","","UNDETERMINED","UNDETERMINED SERVICES",""
"C1166374","SOLUTIONS_DELIVERY_NONCLINICAL","SOFTWARE REQUEST","2","ESS - RESEARCH","12/23/16 10:15:56","02/16/18 00:00:00","","IN PROGRESS","Atlassian Suite Implementation (Project and Portfolio Management)","Implement Atlassian Suite of Project and Portfolio Management Products for TSG
Requested By Date: 12/24/16 00:00:00
Provide a short description of the business issue or need you are trying to address:
Implement Atlassian Suite of Project and Portfolio Management Products for TSG
Provide clinical and/or financial background information pertinent to the business need:
TSG does not have a system designed to manage and coordinate projects, programs, and/or portolios. Manual systems have been in place for years and we need to improve our service delivery in this endeavor.
What are you attempting to achieve and what benefits are you attempting to attain? Net new item
Has a product or vendor already been reviewed or selected? Yes
  Would there be an ongoing contract associated with this proposed solution? Yes
  Would this solution be purchased or leased? Purchased
  Would the solution be hosted offsite in the ""cloud""? No
  From what devices would the solution be accessed? Carilion Clinic personal computers
  What other vendors were researched and considered for this solution? A full list of evaluated solutions is available.
  Please list at least 2 reference locations (non-Carilion) that are using this product: Nasa, Kaiser Permanente
  Please provide the name of the selected vendor: Atlassian
  Please provide the URL of the selected vendor's web site: www.atlassian.com
Would this initiative replace an existing solution? No
  What is the solution being replaced? null
If this request is denied or delayed, what may happen as a result? Continued performance challenges at coordinating and delivering projects
Who is your financial advisor? Elaine Sullivan
Have you discussed this solution with your financial advisor? No
  What dollar amount are you requesting? null
  What would the annual operating cost be? null
  How many net new FTEs would be required for this solution? null
Would there be any cost savings associated with this request? No
  Provide a descritpion of the cost savings:

Will confidential Carilion Clinic information be stored or transmitted by this system? Yes
  Please check information types that apply: Patient, Employee
Is this a clinical or non-clinical based system? Non-Clinical","DPMARTIN","4600","WORKFORCE FOR THE FUTURE","YES","KLLAWTON","0","","UNDETERMINED","UNDETERMINED SERVICES",""
"C1166377","SOLUTIONS_DELIVERY_CLINICAL","SOFTWARE REQUEST","2","ESS - COMPLETION","12/23/16 10:21:12","08/13/17 00:00:00","","IN PROGRESS","Qpath Phase 2: Integration with Epic for Ultrasound in ED","Qpath Phase 2: Integration of a new Ultrasound software, Qpath, with EPIC through order entry and results
Priority HIGH, Level 1: Requested By Date: 12/24/16 00:00:00
Provide a short description of the business issue or need you are trying to address:
Integration of a new Ultrasound software, Qpath, with EPIC through order entry and results
Provide clinical and/or financial background information pertinent to the business need:
We recently purchased the Qpath system in an effort to integrate our US studies into EPIC.  Phase II of this project is incorporating the orders and results of these US tests into the EPIC system.
What are you attempting to achieve and what benefits are you attempting to attain? Necessary to maintain existing revenue or service (break-fix)
Has a product or vendor already been reviewed or selected? Yes
  Would there be an ongoing contract associated with this proposed solution? Yes
  Would this solution be purchased or leased? Purchased
  Would the solution be hosted offsite in the ""cloud""? No
  From what devices would the solution be accessed? This is a web-based product accessible from all Carilion devices
  What other vendors were researched and considered for this solution? Sonosite
  Please list at least 2 reference locations (non-Carilion) that are using this product: Hennepin County Medical Center
  Please provide the name of the selected vendor: Telexy Health
  Please provide the URL of the selected vendor's web site: http://www.telexy.com/
Would this initiative replace an existing solution? No
  What is the solution being replaced? null
If this request is denied or delayed, what may happen as a result? Loss of revenue from US tests performed in the ED
Who is your financial advisor? Kari Callanan
Have you discussed this solution with your financial advisor? No
  What dollar amount are you requesting? null
  What would the annual operating cost be? null
  How many net new FTEs would be required for this solution? null
Would there be any cost savings associated with this request? Yes
  Provide a descritpion of the cost savings:
Increased revenue with Qpath integration
Will confidential Carilion Clinic information be stored or transmitted by this system? Yes
  Please check information types that apply: Patient
Is this a clinical or non-clinical based system? Clinical","JMRODGERS","300","CLINICAL ADVANCEMENT AND PATIENT SAFETY","YES","CASTOKES","0","","UNDETERMINED","UNDETERMINED SERVICES",""
"C1166861","SOLUTIONS_DELIVERY_CLINICAL","RFC - IMPLEMENTATION","1","RFC - RESEARCH","12/28/16 13:27:31","","","DEFERRED","Phase 2- Evolent Identifi / Epic Integration","Evolent Identifi / Epic Integration Phase 2","DMLITTLEPAGE","3000","FINANCIAL VITALITY","YES","RBFARRIS","0","1 - CRITICAL","EPIC CARE AMBULATORY","APPLICATION SERVICES",""
"C1166873","SOLUTIONS_DELIVERY_CLINICAL","RFC - IMPLEMENTATION","3","RFC - IMPLEMENTATION","12/28/16 14:01:17","02/28/18 00:00:00","","IN PROGRESS","MU3/MIPS Project","MU3/MIPS Project","DMLITTLEPAGE","700","FINANCIAL VITALITY","YES","RBFARRIS","0","","EPIC CARE AMBULATORY","APPLICATION SERVICES",""
"C1167885","SOLUTIONS_DELIVERY_NONCLINICAL","EPIC SERVICES REQUEST","1","ESS - RESEARCH","01/05/17 11:03:53","","","PENDING CUSTOMER","2.12 Process Credit Card transactions using the EPIC Credit Card Framework / Terminals","We are currently processing credit card transactions using standalone credit card terminals that are connected to a dedicated analog phone line with no connection to Epic. Utilizing the Epic Credit Card Framework we would like to have credit card terminals that are connected to a computer via USB and have transactions processed through Epic.

Epic application module to be optimized: Ambulatory

Improvement Initiative this Optimization will effect: Throughput and Access

Who will be impacted by this Optimization: 1-ENTERPRISE / HOSPITAL

Benefit / Value:
Credit card transaction processing will be improved as payments will be processed and posted to the patient account in Epic without manual entry of amount. Reconciliation of credit card transactions would be streamlined from a practice/revenue cycle/accounting perspective. Credit card receipt information is captured in Epic without having to store paper receipts.","JHLAPUASA","750","FINANCIAL VITALITY","YES","SLMOREJON","0","","EPIC PROFESSIONAL BILLING","APPLICATION SERVICES",""
"C1168169","SOLUTIONS_DELIVERY_NONCLINICAL","RFC - IMPLEMENTATION","2","RFC - IMPLEMENTATION","01/06/17 16:43:30","08/28/17 00:00:00","","IN PROGRESS","TSG Hosting to support rebuild by Modea (www.carilionclinic.org)","www.carilionclinic.org rebuild by Modea

John Taylor [john.taylor@modea.com], Sr. Project Manager from Modea, requested a Linux VM today so I am opening this RFC to track requests for any work that TSG needs to do to support Modea and MRC for this project.

Per Tyler Leskanic [tyler.leskanic@modea.com], Modea Software Engineering Lead Developer, he would like Ubuntu 16.04 VM if possible.

This is to support the migration of www.carilionclinic.org from Acquia to an in-house solution.

Note: Emily Gentry ?[emily.gentry@modea.com]?? is another contact for this project.","VJRIGGINS","836","HEALTHY COMMUNITIES","YES","KLLAWTON","0","2 - HIGH","CARILIONCLINIC.ORG","WEB SERVICES",""
"C1168811","SOLUTIONS_DELIVERY_CLINICAL","SOFTWARE REQUEST","3","ESS - IMPLEMENTATION","01/11/17 17:54:54","03/23/18 00:00:00","","IN PROGRESS","Syngo Upgrade to v20","Syngo Upgrade to v20
Requested By Date: 04/01/17 00:00:00
Provide a short description of the business issue or need you are trying to address:
We have received approval for the Syngo upgrade to v20 and would like to proceed with implementation.  Additional servers were budgeted for the regional facilities to increase performance and replace existing infrastructure.
Provide clinical and/or financial background information pertinent to the business need:

Funding for your project has been approved. Action is required to continue the ordering process.
Capital ID: A0814
Name: Syngo Upgrade
If this proposal is related to a PRF, please send this notification with the PRF number to Jennifer T. Smith in TSG.
If this proposal is related to a construction project, please send this notification electronically to your Project Management contact.
If this proposal is for medical equipment, please send this notification, a completed and signed Material Request Form, and the quotation from the vendor electronically to Travis Hurt in Corporate Purchasing.
Michelle Blanchard: 224-5334
Michelle McNeil: 224-5046
What are you attempting to achieve and what benefits are you attempting to attain? Necessary to maintain existing revenue or service (break-fix)
Has a product or vendor already been reviewed or selected? Yes
  Would there be an ongoing contract associated with this proposed solution? Yes
  Would this solution be purchased or leased? Purchased
  Would the solution be hosted offsite in the ""cloud""? No
  From what devices would the solution be accessed? Carilion PCs
  What other vendors were researched and considered for this solution? N/A
  Please list at least 2 reference locations (non-Carilion) that are using this product: N/A
  Please provide the name of the selected vendor: Siemens - Syngo Dynamics
  Please provide the URL of the selected vendor's web site: N/A
Would this initiative replace an existing solution? No
  What is the solution being replaced? null
If this request is denied or delayed, what may happen as a result? This upgrade has been approved
Who is your financial advisor? Benjamin Pinckard
Have you discussed this solution with your financial advisor? Yes
  What dollar amount are you requesting? 158,343.00
  What would the annual operating cost be? Contract in place
  How many net new FTEs would be required for this solution? None
Would there be any cost savings associated with this request? Yes
  Provide a descritpion of the cost savings:
Software was provided free of charge from Siemens. Need to purchase hardware and provide training.
Will confidential Carilion Clinic information be stored or transmitted by this system? Yes
  Please check information types that apply: Patient
Is this a clinical or non-clinical based system? Clinical","EXSABANOVIC1","400","CONNECTED, CONVENIENT, COLLABORATIVE CARE","YES","PEKANODE","0","","SYNGO DYNAMICS","APPLICATION SERVICES",""
"C1168812","SOLUTIONS_DELIVERY_NONCLINICAL","SOFTWARE REQUEST","1","ESS - IMPLEMENTATION","01/11/17 18:13:00","07/01/17 00:00:00","","IN PROGRESS","PEVCO: Pneumatic tube system replacement","PEVCO: An upgrade of the pneumatic tube system software is in emergent need of an upgrade.
[INTAKE] Requested By Date: 02/15/17 00:00:00
Provide a short description of the business issue or need you are trying to address:
An upgrade of the pneumatic tube system software is in emergent need of an upgrade.
Provide clinical and/or financial background information pertinent to the business need:
The pneumatic tube system is used to transport clinical product throughout the facility.  The current operational software and hardware are outdated and in danger of failure.  We are working with the vendor Pevco to provide us with the necessary software and hardware upgrades to maintain continuous operation.
What are you attempting to achieve and what benefits are you attempting to attain? Necessary to maintain existing revenue or service (break-fix)
Has a product or vendor already been reviewed or selected? Yes
  Would there be an ongoing contract associated with this proposed solution? Yes
  Would this solution be purchased or leased? Purchased
  Would the solution be hosted offsite in the ""cloud""? Yes
  From what devices would the solution be accessed? facility maintenance and clinical computers
  What other vendors were researched and considered for this solution? SwissLog
  Please list at least 2 reference locations (non-Carilion) that are using this product: Children's Kings Daughters - Norgfolk, VA  Len Rainey 757-668-7477    /  Medstar Union Memorial Hospital - Baltimore, MD  Gaylon Sowards - 410-554-2513
  Please provide the name of the selected vendor: Pevco
  Please provide the URL of the selected vendor's web site: www.pevco.com
Would this initiative replace an existing solution? Yes
  What is the solution being replaced? Existing tube system
If this request is denied or delayed, what may happen as a result? The current tube system would fail.  The staff would have to physically deliver products, labwork, etc. to the appropriate locations.
Who is your financial advisor? Emily N. Brown / Michelle McNeil (Capital)
Have you discussed this solution with your financial advisor? Yes
  What dollar amount are you requesting? $130,000
  What would the annual operating cost be? Minimal cost other than labor to clean system or PM maintenance
  How many net new FTEs would be required for this solution? No additional FTEs
Would there be any cost savings associated with this request? Yes
  Provide a descritpion of the cost savings:
The cost savings would be due to the reduction in labor costs to maintain and troubleshoot the existing aging system.
Will confidential Carilion Clinic information be stored or transmitted by this system? Yes
  Please check information types that apply: Patient
Is this a clinical or non-clinical based system? Non-Clinical","DDANIEL","500","CONNECTED, CONVENIENT, COLLABORATIVE CARE","YES","TLFREEMAN","0","","PEVCO","APPLICATION SERVICES",""
"C1169525","SOLUTIONS_DELIVERY_CLINICAL","RFC - IMPLEMENTATION","2","RFC - RESEARCH","01/17/17 11:03:01","12/14/18 00:00:00","","IN PROGRESS","Sleep Lab - Integration with Epic","Sleep Lab - Epic Integration","RDWEBB","750","CONNECTED, CONVENIENT, COLLABORATIVE CARE","YES","JMYERS","0","3 - MEDIUM","COMPUMEDICS PROFUSION","APPLICATION SERVICES",""
"C1169685","SOLUTIONS_DELIVERY_NONCLINICAL","RFC - IMPLEMENTATION","2","RFC - IMPLEMENTATION","01/17/17 17:18:46","07/25/17 00:00:00","","IN PROGRESS","Edison / Modea Project Phase II","Edison / Modea Project Phase II
	
High Level Scope:
1.  Native mobile app version of the Edison web application
2.  Integration with TMS (Formerly Four Rivers)
3.  Edison application feature enhancements","TLFREEMAN","1000","INNOVATION","YES","KLLAWTON","0","3 - MEDIUM","EDISON","APPLICATION SERVICES",""
"C1170058","INTAKE_IT_GOVERNANCE","SOFTWARE REQUEST","3","ESS - RESEARCH","01/19/17 14:08:16","","","PENDING REVIEW","Olympus Knowledge Enterprise Software Solution For Managing Endoscopy Images","Requested By Date: 02/01/17 00:00:00
Provide a short description of the business issue or need you are trying to address:
Investigate implementing Olympus Knowledge Enterprise software for managing endoscopy images
Provide clinical and/or financial background information pertinent to the business need:
Increased efficiency of endoscope management and reduce expenses due to improved inventory management as well as improved quality control for infection management.
What are you attempting to achieve and what benefits are you attempting to attain? Net new item
Has a product or vendor already been reviewed or selected? Yes
  Would there be an ongoing contract associated with this proposed solution? No
  Would this solution be purchased or leased? Purchased
  Would the solution be hosted offsite in the ""cloud""? No
  From what devices would the solution be accessed? Olympus endoscopy system and scope processors
  What other vendors were researched and considered for this solution? Yes
  Please list at least 2 reference locations (non-Carilion) that are using this product: TBD
  Please provide the name of the selected vendor: OLYMPUS
  Please provide the URL of the selected vendor's web site: TBD
Would this initiative replace an existing solution? No
  What is the solution being replaced? null
If this request is denied or delayed, what may happen as a result? Lack of management for scopes which would affect quality control, potentially affecting patient outcomes
Who is your financial advisor? Rhonda Shannon
Have you discussed this solution with your financial advisor? No
  What dollar amount are you requesting? null
  What would the annual operating cost be? null
  How many net new FTEs would be required for this solution? null
Would there be any cost savings associated with this request? Yes
  Provide a descritpion of the cost savings:
Automate multiple manual operations as well as potentially reduce scope inventory.
Will confidential Carilion Clinic information be stored or transmitted by this system? Yes
  Please check information types that apply: Patient, Employee, Other
Is this a clinical or non-clinical based system? Clinical","CDRIHA","1500","CLINICAL ADVANCEMENT AND PATIENT SAFETY","YES","INTAKEPROCESS","0","","UNDETERMINED","UNDETERMINED SERVICES",""
"C1170085","SOLUTIONS_DELIVERY_NONCLINICAL","RFC - IMPLEMENTATION","2","RFC - IMPLEMENTATION","01/19/17 15:24:08","09/29/17 00:00:00","","IN PROGRESS","Office 365 POC Configuration and Testing","Office 365 Proof of Concept Configuration and Testing","CARICKETTS","2620","WORKFORCE FOR THE FUTURE","YES","KLLAWTON","0","1 - CRITICAL","EXCHANGE ","MESSAGING SERVICES",""
"C1170528","INTAKE_IT_GOVERNANCE","SOFTWARE REQUEST","3","ESS - RESEARCH","01/24/17 09:31:39","","","DEFERRED","Roundtable Analytics and ED Analytical  Predictive Modeling Software Solution","The Department of Emergency Medicine is partnering with Roundtable Analytics on an analytical  predictive modeling software tool
Requested By Date: 02/10/17 00:00:00
Provide clinical and/or financial background information pertinent to the business need:
This tool will allow us to optimize provider and nurse staffing for the ED at RMH.  It could enhance our ability to appropriately staff the dept. during and after upcoming renovations.
What are you attempting to achieve and what benefits are you attempting to attain? Must do to prevent patient harm
Has a product or vendor already been reviewed or selected? Yes
  Would there be an ongoing contract associated with this proposed solution? Yes
  Would this solution be purchased or leased? Purchased
  Would the solution be hosted offsite in the ""cloud""? No
  From what devices would the solution be accessed? Web-based product
  What other vendors were researched and considered for this solution? Currently, this is the only vendor offering this product
  Please list at least 2 reference locations (non-Carilion) that are using this product: Carolinas Medical Center, U of Florida
  Please provide the name of the selected vendor: Roundtable Analytics
  Please provide the URL of the selected vendor's web site: http://roundtableanalytics.com/
Would this initiative replace an existing solution? No
  What is the solution being replaced? null
If this request is denied or delayed, what may happen as a result? Inefficient staffing of the ED
Who is your financial advisor? Kari Harvey
Have you discussed this solution with your financial advisor? Yes
  What dollar amount are you requesting? 50,000
  What would the annual operating cost be? 60,000
  How many net new FTEs would be required for this solution? 0
Would there be any cost savings associated with this request? Yes
  Provide a descritpion of the cost savings:
There is a potential cost savings associated with increased patient flow due to the optimized staffing model obtained with this product
Will confidential Carilion Clinic information be stored or transmitted by this system? No
  Please check information types that apply: null
Is this a clinical or non-clinical based system? Non-Clinical","JMRODGERS","750","INNOVATION","YES","INTAKEPROCESS","0","","UNDETERMINED","UNDETERMINED SERVICES",""
"C1173404","SOLUTIONS_DELIVERY_NONCLINICAL","RFC - OPTIMIZATION","2","RFC - IMPLEMENTATION","02/10/17 11:07:03","09/29/17 00:00:00","","IN PROGRESS","Kronos Extensions: Forecaster and Target Intelligence","Kronos Extensions: Forecaster and Target Intelligence","DRAQUILO","438","WORKFORCE FOR THE FUTURE","YES","DRAQUILO","0","2 - HIGH","KRONOS SCHEDULER","APPLICATION SERVICES",""
"C1173531","SOLUTIONS_DELIVERY_NONCLINICAL","RFC - MAINTENANCE","2","RFC - IMPLEMENTATION","02/10/17 18:13:50","11/01/17 00:00:00","","IN PROGRESS","Tangier / Peake Physician Scheduling Project","Tangier / Peake Physician Scheduling Project","TLFREEMAN","40","WORKFORCE FOR THE FUTURE","YES","TLFREEMAN","0","2 - HIGH","UNLISTED  APPLICATION","APPLICATION SERVICES",""
"C1173532","SOLUTIONS_DELIVERY_NONCLINICAL","RFC - OPTIMIZATION","2","RFC - RESEARCH","02/10/17 18:32:54","11/30/17 00:00:00","","PENDING CUSTOMER","Kronos Absence Management (Attendance)","Kronos Absence Management (Attendance)","DRAQUILO","470","WORKFORCE FOR THE FUTURE","YES","DRAQUILO","0","2 - HIGH","KRONOS TIMEKEEPER","APPLICATION SERVICES",""
"C1173533","SOLUTIONS_DELIVERY_CLINICAL","RFC - OPTIMIZATION","3","RFC - RESEARCH","02/10/17 18:44:53","02/28/18 00:00:00","","IN PROGRESS","Kronos Extension: Workload Manager","Kronos Extension: Workload Manager","DRAQUILO","275","WORKFORCE FOR THE FUTURE","YES","DRAQUILO","0","2 - HIGH","KRONOS MOBILE / OTHER","APPLICATION SERVICES",""
"C1173914","SOLUTIONS_DELIVERY_CLINICAL","EPIC SERVICES REQUEST","1","ESS - RESEARCH","02/14/17 09:43:20","","","PENDING CUSTOMER","5 Display lab cost data in Epic","S&D- CRITICAL  PRIORITY, SOLUTIONS DELIVERY: determine how to display lab cost data in Epic

Epic application module to be optimized: Inpatient

Improvement Initiative this Optimization will effect: Cost Containment

Who will be impacted by this Optimization: 1-ENTERPRISE / HOSPITAL

Benefit / Value:
helps providers understand the cost of test they will be performing","MLSPEAKER","3000","FINANCIAL VITALITY","YES","MMJONES","0","","EPIC CARE INPATIENT ","APPLICATION SERVICES",""
"C1174335","INTAKE_IT_GOVERNANCE","EPIC SERVICES REQUEST","3","ESS - RESEARCH","02/15/17 14:40:43","","","PENDING REVIEW","Lung Cancer Screening Build in Epic Radiant","I would like to request the the lung cancer screening upgrade module be built in order to better track lung cancer screening patients, recommended follow up and outcomes.

Epic application module to be optimized: Radiology (Radiant)

Improvement Initiative this Optimization will effect: Quality and Safety

Who will be impacted by this Optimization: 1-ENTERPRISE / HOSPITAL

Benefit / Value:
AEAC:  The lung cancer screening module will allow functionality much like what is in the mammography module.  Addition of this would allow us to send patient result and follow up letters, track recommended follow-ups and call patients to schedule.  Better tracking of biopsy and result outcomes and a standardized approach in which to submit required patient demographic data to the ACR.","LLATKINSON","3000","CLINICAL ADVANCEMENT AND PATIENT SAFETY","YES","INTAKEPROCESS","0","","EPIC RADIANT ","APPLICATION SERVICES",""
"C1175564","SOLUTIONS_DELIVERY_NONCLINICAL","RFC - IMPLEMENTATION","2","RFC - RESEARCH","02/21/17 10:55:19","12/31/17 00:00:00","","IN PROGRESS","Salesforce Project (Multiple Projects)","RFC For Salesforce Project","RKPERRY","1200","INNOVATION","YES","MGWHEELER","0","2 - HIGH","SALESFORCE","APPLICATION SERVICES",""
